::ffff:127.0.0.1 - - [21/Sep/2023:13:16:14 +0000] "GET /clientes HTTP/1.1" 200 377 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - admin [21/Sep/2023:13:41:34 +0000] "GET /clientes HTTP/1.1" 200 377 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - admin [21/Sep/2023:13:46:45 +0000] "GET /clientes HTTP/1.1" 200 377 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - admin [21/Sep/2023:13:51:13 +0000] "GET /clientes HTTP/1.1" 200 377 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - admin [27/Sep/2023:13:30:10 +0000] "GET /clientes HTTP/1.1" 200 377 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [27/Sep/2023:13:31:05 +0000] "GET /clientes HTTP/1.1" 200 377 "-" "Thunder Client (https://www.thunderclient.com)"
::1 - - [27/Sep/2023:13:33:01 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:33:02 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8084/clientes" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:42:41 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:45:42 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:45:49 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:49:20 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:49:20 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:49:28 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [27/Sep/2023:13:53:56 +0000] "GET /clientes HTTP/1.1" 200 377 "-" "Thunder Client (https://www.thunderclient.com)"
::1 - - [27/Sep/2023:13:54:21 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:55:43 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:56:28 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:57:25 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:57:42 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:58:15 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:58:53 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:13:59:29 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:14:00:38 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [27/Sep/2023:14:00:47 +0000] "POST /clientes HTTP/1.1" 500 56 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [28/Sep/2023:13:37:45 +0000] "GET /clientes HTTP/1.1" 200 377 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [29/Sep/2023:13:38:19 +0000] "GET /clientes HTTP/1.1" 200 377 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [29/Sep/2023:13:46:27 +0000] "POST /clientes HTTP/1.1" 500 56 "-" "Thunder Client (https://www.thunderclient.com)"
::1 - - [29/Sep/2023:13:46:58 +0000] "POST /clientes HTTP/1.1" 500 56 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [29/Sep/2023:13:46:58 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8084/clientes" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [29/Sep/2023:13:48:04 +0000] "POST /clientes HTTP/1.1" 200 25 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [29/Sep/2023:13:48:45 +0000] "POST /clientes HTTP/1.1" 200 23 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [29/Sep/2023:13:52:05 +0000] "POST /clientes HTTP/1.1" 200 23 "http://localhost/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [29/Sep/2023:13:52:10 +0000] "GET /clientes HTTP/1.1" 200 513 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [02/Oct/2023:13:18:13 +0000] "POST /clientes HTTP/1.1" 200 23 "http://127.0.0.1:5500/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::1 - - [02/Oct/2023:13:18:13 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8084/clientes" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [05/Oct/2023:13:46:17 +0000] "GET /clientes HTTP/1.1" 200 562 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [05/Oct/2023:13:47:56 +0000] "GET /clientes HTTP/1.1" 200 562 "-" "Thunder Client (https://www.thunderclient.com)"
::ffff:127.0.0.1 - - [05/Oct/2023:13:53:09 +0000] "GET /clientes HTTP/1.1" 200 562 "-" "Thunder Client (https://www.thunderclient.com)"
::1 - - [08/Nov/2023:14:43:54 +0000] "GET /api-docs HTTP/1.1" 301 183 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:43:54 +0000] "GET /api-docs/ HTTP/1.1" 200 3106 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:43:54 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 200 151035 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:43:54 +0000] "GET /api-docs/swagger-ui-standalone-preset.js HTTP/1.1" 200 230640 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:43:54 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 200 1400017 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:43:54 +0000] "GET /api-docs/swagger-ui-init.js HTTP/1.1" 200 1683 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:43:57 +0000] "GET /api-docs/favicon-32x32.png HTTP/1.1" 200 628 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:44:01 +0000] "GET /api-docs/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:44:01 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:44:01 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:44:01 +0000] "GET /api-docs/swagger-ui-standalone-preset.js HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:44:01 +0000] "GET /api-docs/swagger-ui-init.js HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [08/Nov/2023:14:44:01 +0000] "GET /api-docs/favicon-32x32.png HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:43:29 +0000] "GET /clientes/1 HTTP/1.1" 200 45 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:43:30 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8084/clientes/1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:43:40 +0000] "GET /api-docs/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:43:41 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:43:41 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:43:41 +0000] "GET /api-docs/swagger-ui-standalone-preset.js HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:43:41 +0000] "GET /api-docs/swagger-ui-init.js HTTP/1.1" 200 2089 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:52:10 +0000] "GET /api-docs/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:52:10 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:52:10 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:52:10 +0000] "GET /api-docs/swagger-ui-standalone-preset.js HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:52:10 +0000] "GET /api-docs/swagger-ui-init.js HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [09/Nov/2023:14:52:11 +0000] "GET /api-docs/favicon-32x32.png HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:16:43 +0000] "GET /api-docs HTTP/1.1" 301 183 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:16:43 +0000] "GET /api-docs/ HTTP/1.1" 200 3106 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:16:43 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 200 151035 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:16:43 +0000] "GET /api-docs/swagger-ui-init.js HTTP/1.1" 200 2089 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:16:43 +0000] "GET /api-docs/swagger-ui-standalone-preset.js HTTP/1.1" 200 230640 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:16:43 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 200 1400017 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:16:45 +0000] "GET /api-docs/favicon-32x32.png HTTP/1.1" 200 628 "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:17:24 +0000] "GET /api-docs/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:17:24 +0000] "GET /api-docs/swagger-ui.css HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [10/Nov/2023:14:17:24 +0000] "GET /api-docs/swagger-ui-bundle.js HTTP/1.1" 304 - "http://localhost:8084/api-docs/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
